,ug_review,Оценка,Категория,Запрещенные слова
1721,"После сброса телефона к заводским настройкам и установке приложения происходит сбой и закрытие приложения. Причина пока не ясна. Причина в Play Market. Он почему то нормально не обновляется, из-за этого и проблем",0.0,0.0,
1722,"После сброса телефона к заводским настройкам и установке приложения происходит сбой и закрытие приложения. Причина пока не ясна. Причина в Play Market. Он почему то нормально не обновляется, из-за этого и проблем",0.0,0.0,
1723,Приложения реально работает всем советаю,2.0,,
1724,"После установки обновленного приложения показывает на телефоне только то, что идёт в прямом эфире. Повтор программы не доступен. Приложение так же глючит...",0.0,0.0,
1725,"После установки обновленного приложения показывает на телефоне только то, что идёт в прямом эфире. Повтор программы не доступен. Приложение так же глючит... Отзыв исправлю, если поправят приложение.",0.0,0.0,
1726,"Также задаюсь вопросом, почему здесь древняя версия приложения, когда в другом магазине вышло более 10 новых обновлений. Сам переводчик прекрасен.",0.0,0.0,
1727,Как купить динозавров? И сафари? Без гугл плей.,0.0,1.0,
1728,"Не оторваться! Приятная музыка, цвета!",2.0,,
1729,Когда сделаете стоп лосс и тэйк-профит?,1.0,1.0,
1730,29 версия не запускается на Андроид,0.0,0.0,
1731,"После обновления на 29 версию, не запускается на андроид",0.0,0.0,
1732,Молодцы ребята!!!Ждём новых плюшек))),2.0,,
1733,"Заказал выписку ЕГРН Экспресс, ни выписки, ни денег ((( Жду уже несколько дней... Хотя было написано что она пройдёт в течение нескольких часов...",0.0,1.0,
1734,"Обновила приложение,теперь не могу найти черный список? Очень не удобно стало,старая версия была лучше!!!",0.0,0.0,
1735,Не работает я в ужасе нахожусь в польше шеф все пропало  плиз почените,0.0,0.0,
1736,"Сколько можно, теперь и пароль сбросился ,рука лицо а не приложение как и банк",0.0,0.0,
1737,Отвратительно.Почему Сбербанк решает за тебя? Без предупреждения снимает за смс оповещения.Почему хозяина не спрашивают.Вы кого бабушек и дедушек обуваете? Срам,0.0,1.0,
1738,После обновления перестал начисляться кэшбэк,0.0,0.0,
1739,Плохо. Почему при установке через ваше приложение его просто удаляет и надо заново все вводить карту пароль. А потом как издёвка предлагает  снова обновить такая форма издевательства.,0.0,0.0,
1740,В сравнении с россграмом бомбическое приложение,2.0,,
1741,Приложение перестало работать. Даже не открывается . ни каких обновлений не было,0.0,0.0,
1742,Приложение не загружается после суачивания,0.0,0.0,
1743,С какого перепуга вы придумали компенсацию комиссии за платеж.Мне проще уйти в другую компанию.Не задумываясь.,0.0,2.0,
1744,Последнее обновление жалуется на нехватку памяти при установке...,0.0,0.0,
1745,"После обновления не запускается уже не первый раз, Honor 70 8/256",0.0,0.0,
1746,"Приложение нулевое  невозможно зарегестрироваться, а робота надо выкинуть",0.0,0.0,
1747,Не обновляет версию из google play,0.0,0.0,
1748,"Не удалось установить обновление. Андроид 12, MIUI 13.0.6.0 SKSINXM.",0.0,0.0,
1749,"При регистрации потребовали биометрию. Без этого регистрацию не продолжить. Инфы с госуслуг оказывается не достаточно. Вы там что, пересосали чего то? Отпечаток члена вам на лоб не предоставить? В первый раз такую наглость наблюдаю. Не не, лесом вас.",0.0,1.0,Да
1750,"Прекрасное приложение! Разработчик, никуда не уезжай, такие нужны стране! Пишу от имени тех, кто очень давно пользуется твоим приложением и безмерно им доволен!",2.0,,
1751,Стикеры очень красивые!!! \_(UwU)_/,2.0,,
1752,"Не плохо, но есть к чему стремиться",1.0,0.0,
1753,"На Mi Max 3 вылетает постоянно. Android 10. Не могу  упражнения до конца пройти. За идею 5, реализация подкачала. Жду обновления и спасибо вам.",0.0,0.0,
1754,"Удобные заметки, хорошо, что есть деление по темам. Еще бы лучше было, когда открываешь вкладку ""темы"" - видно было бы только стикеры с названиями тем, а не сами заметки. А после нажатия на название- уже открывались заметки. ",2.0,,
1755,Поменял телефон не могу теперь войти в приложение не понятно какой у вас формат даты рождения,0.0,0.0,
1756,Что случилось с аппликацией не работает,0.0,0.0,
1757,"Если у вас теперь один сервис, какая проблема сделать синхронизацию книжной полки Яндекс музыки и букмейта. Дико неудобно.",0.0,1.0,
1758,"Если у вас теперь один сервис, какая проблема сделать синхронизацию книжной полки Яндекс музыки и букмейта. Дико неудобно.",0.0,0.0,
1759,"СБер ворует наше время,ресурсы(объявленный объём не соответствует фактическому) и деньги(всю прибыль съедает верхушка)!Хамству Сбера нет предела!!!",0.0,1.0,
1760,"СБер ворует наше время,ресурсы(объявленный объём не соответствует фактическому) и деньги(всю прибыль съедает верхушка)!Хамству Сбера нет предела!!!Приложение для малолетних дебилов.",0.0,1.0,
1761,Не открывается. Совсем,0.0,0.0,
1762,Вообще не открывается после обновления,0.0,0.0,
1763,"Суперское приложение, очень удобно и современно",2.0,,
1764,"Очень сильно тормозит. Не всегда пускает. Стыдоба, а не приложение, а общем.",0.0,0.0,
1765,Даже в электронном виде эта организация не работает,0.0,0.0,
1766,"Осаго, генаходит по номеру, в ручную требует вин которого нет.ну и остального косячного много. Шляпа.",0.0,0.0,
1767,"Через сберпей не оплачивается, а через сбп газпромбанк не нажимается даже оплата",0.0,0.0,
1768,"Уважаемый разработчик! Скачал ВПН несколько дней назад. Он пару дней поработал на отлично, но уже второй день не работает. Долго подключается. Подключившись не работает. Твиттер не открывает. В чём проблема?",0.0,0.0,
1769,Andorid 13 не работает,0.0,0.0,
1770,"Не сталкивался с проблемами, замена Ютуба хорошая, но не хватает функционала, к примеру, фоновой работы. Очень ждём на андроид ТВ.",1.0,1.0,
1771,Отличное приложение. Всё просто и понятно. Пользуюсь платной версией. Спасибо!,2.0,,
1772,Приложение супер! Спасибо разработчикам.,2.0,,
1773,"Интерфейс приятный, почти не виснет. Сначала были проблемы со входом и регистрацией, но тех. поддержка оперативно помогла решить проблему. Спасибо!",2.0,,
1774,"Многие ""страницы"" в приложении уходят в бесконечную загрузку. Чаще всего из ""плиток"" сверху с различными предложениями.",,,
1775,ПОЧЕМУ требует обновления. После обновления перестал работать.,,,
1776,"Минусы сферума:1. Нет реакций2. Нельзя закрыть чат, смахнув слева на право3. Нельзя зайти в профиль, нажав на авуПока всё",,,
1777,"Добавьте пожалуйста реакции на сообщения, возможность закрытия чатов при помощи свайпа слева на право и открытие профиля человека при нажатии на аватарку",,,
1778,Не работает,,,
1779,"Продлить полисы нет возможности, показывает не все мои полисы, в чате не отвечают неделями, проще продлить страховку у конкурентов чем получит консультацию о продлении и ответы в чате",,,
1780,"Я клиент УБРиР. Недавно посещал банк для обновления паспортных данных, мне посоветовали пользоваться онлайн банком, дали логин и пароль. Пользуюсь - пока все нравится",,,
1781,Хороший магазин. Приятные скидочные купоны.,,,
1782,Хороший магазин. Приятные скидочные купоны. Приложение тоже пойдет.,,,
1783,"""Выполняется обработка данных. Пожалуйста подождите..."" и вылетает. И походу так у всех. Вы что-нибудь собираетесь делать?",,,
1784,"Самсунг А52, войти в приложение невозможно. Пишет ""Хьюстон мы вас  не видим"". Пробовал и через Wi-Fi и через мобильную сеть, результат тот же!!!",,,
1785,лучшая программа,,,
1786,"Авторизация не сохраняется, кнопка назад закрывает приложение, а не открытый раздел, но зато... Всплывающая самореклама.",,,
1787,Засрали весь контент рекламой,,,
1788,"Здравствуйте! Планируется, ли ввод плейлистов на каналах? а то не очень удобно, искать видео на канале где больше тысячи виде роликов.",,,
1789,"Приложение отвратительное. Оплатить вообще не возможно. Надеюсь, что у программиста руки отсохнут и он сдохнит от таких дел. Программист полный придурок.",,,
1790,"Приложение в целом норм. Конечно шквал рекламы, но на фоне многих других на данный момент подобных приложений работает, сервера коннектит.",,,
1791,"Не понравилась игра, удаляю. Не удобно то, что нельзя играть в вертикальном приложении. И не нашла кнопки, как удалить подсказку. Немного задержишься, выскакивает палец-указка, что сильно раздражает.",,,
1792,"Не понравилась игра, удаляю. Не удобно то, что нельзя играть в вертикальном приложении. И не нашла кнопки, как удалить подсказку. Немного задержишься, выскакивает палец-указка, что сильно раздражает. И много рекламы.",,,
1793,"Хорошее приложение, можно создать своё сообщество (группу) для общения. Анонимность действительно присутствует.",,,
1794,"Скачала приложение, а зайти не могу. У меня на экране написано ""НЕТ ПОДКЛЮЧЕНИЯ К ИНТЕРНЕТУ"", хотя это не так. Всё остальное работает нормально и скачивается. Кнопка ""ОБНОВИТЬ""не работает. Исправьте пожалуйста этот глюк.",,,
1795,"Скачала приложение, а зайти не могу. У меня на экране написано ""НЕТ ПОДКЛЮЧЕНИЯ К ИНТЕРНЕТУ"", хотя это не так. Всё остальное работает нормально и скачивается. Кнопка ""ОБНОВИТЬ""не работает. Исправьте пожалуйста этот глюк.",,,
1796,"Что за нах? Приложение вообще не работает. АЙТИШНИКИ, у РЖД что ли разбежались?",,,
1797,"Чистой воды ""смородина"". Только в приложении при оплате не получилось оплатить копейки. Запятая или точка не набирается. Пришлось вернуться в смородину и оплатить от туда.",,,
1798,Добавьте звук при оплате.,1.0,2.0,
1799,После обновления перестали приходить уведомления приложения о доставке заказа,,,
1800,"Национальная русская забава - сделать то, что не работает (SberPay по NFC). Нет подходящих карт, значит СберКарта и цифровая СберКарта не подходят? 😂",,,
1801,Почему обновления нет в русторе? отправляет в гуглплей!,,,
1802,Очень классные открытки большое разнообразие!,,,
1803,"Оба с мужем премиум абоненты, какие действия вы теперь по входу требуете, какие аккаунты? Веселитесь вы по полной программе! МТС  это самое ужасное что может быть.",,,
1804,Не работает,,,
1805,Почему реклама в приложении если у меня Сберпрайм+ ?,,,
1806,Очень плохо для пожилых людей,,,
1807,"Здравствуйте, добавьте, пожалуйста, режим картинка в картинке",,,
1808,"Всё неплохо, пока видео не захочешь посмотреть. Перед каждым, даже новостями врубается реклама без ссылки назад. Ужасное впечатление.",,,
1809,"Приложение хорошее, давно пользуюсь. Только вот пришлось второй раз покупать.",,,
1810,Обновите приложение в RuStore.,,,
1811,"Очень хорошое прложение этот СБЕРБАНК ОНЛАЙН и Банк тоже очень надёжный банк, спасибо разработчикам этой программе. Я поставлю 5 звёзд. Когда захочешь можешь внести деньги или снять деньги очень легко. И быстрие переводи без каких-то проблем.",,,
1812,"Верните в истории платежей вместо ""товары и услуги"" отдельно оплаты через Сбербанк-онлайн - сейчас нет разделения оплат в магазинах и из приложения.",,,
1813,Не все опции работают: вылетает.,,,
1814,"Вы действительно думаете, что надо каждый раз выкачивать по 200+ мб? А через пару месяцев и все 500? Наймите программистов, надеюсь не все уехали. Или тех что есть, заставьте работать.",,,
1815,Не работает,,,
1816,"Слишком много платных заданий, а бесплатных-мало. Очень жаль",,,
1817,"Хорошее приложение, а будет ли десктопная версия приложения?",,,
1818,"Бредни какие-то. Сначала пройди регистрацию на портале, там получишь логин и пароль. А потом входа не будет, так как нет ни одногл ИБ. И узнать, что это и как это получить - никаких шансов. Справки нет, памятки нет. Здесь в описании пусто!",,,
1819,"Бредни какие-то. Сначала пройди регистрацию на портале, там получишь логин и пароль. А потом входа не будет, так как нет ни одного ИБ. И узнать, что это и как это получить - никаких шансов. Справки нет, памятки нет. Здесь в описании пусто!",,,
1820,"Всё работает андроид 8.0 логин через Huawey. Всё хорошо карты добавил активны, Спасибо!",,,
1821,Удобно. Пользуюсь давно,,,
1822,"Дерьмо! Невозможно что либо посмотреть после рекламы черный экран, видимо такие же цветом мозги разработчика",,,
1823,Скоты!,,,
1824,"Плохое приложение.невозможно оплатить транспортную карту,не показывает актуальный баланс,некомпетентные ответы компьютера",,,
1825,"После последнего обновления ужастные тормоза, и ошибки.",,,
1826,"Приложение хуже не куда, короче говно!",,,
1827,"Отличное приложение, всё работает, супер!!!",,,
1828,Отличное приложение!,,,
1829,"Увольте уже гребаных программистов и наймите новых. Почему постоянно происходит спонтанное отключение карт для оплаты? Не только у меня. На столько ответственная программа, но работает, как на коленке написанная. - 100.",,,
1830,Профиль не открывается,,,
1831,"Разработчики, когда появится Крым?",,,
1832,Супер приложение,,,
1833,Отвратно нестабильно,,,
1834,Отвратно нестабильно,,,
1835,"Сделайте, пожалуйста, возможность просмотра через приложение количество израсходованного исходящего/входящего трафика.",,,
1836,Приложение хорошее мне нравится заказы честные ставлю 5 звезд.,,,
1837,Совсем заплохело вам? Карты банков отваливаются одна за одной. В чём проблема?,,,
1838,"Как и многое, что сделали в стране - не соответствует ожиданиям. Всё останавливается на выборе региона: если не Москва, то выбрать другой регион не может.",,,
1839,"Отличное приложение,спасибо",,,
1840,На данный момент времени рано говорить о приложении так как его только развивают,,,
1841,"Постоянно отваливаются карты банков. Носите с собой наличные, чтобы не попасть в глупое положение. Раньше работало нормально. Отстой.",,,
1842,"Почему у вас показывает что есть обновления для VK, а в плэй маркете нет, как так?",,,
1843,С последнего обновления звук с двойной отзвучкой и треск. Фильм мятежник и последний викинг. Оба фильма после обновления версии звук испортился,,,
1844,"Картинка в картинке не показывает изображение, слышно только звук. Смотрю эфир на России 1. Исправьте пожалуйста, раньше работало.",,,
1845,Перестала работать карта. Заново не привязывается,,,
1846,"Регистрация не работает, смотрю из Италии",,,
1847,"совсе хорошо, если бы в разделе сбп можно создавать шаблоны",,,
1848,"Из интернет магазинов самый неудобный! Мелочь купить и то навязывают доставку, выбрать доставку по карте не удобно. Наверное ребята серьёзные приложение сделали, но не грамотно и отстойна.",,,
1849,Всё работает качественно.,,,
1850,Всë работает качественно.,,,
1851,"Не успел зайти, а меня встречает предатель моей страны, отвратительно",,,
1852,"Не успел зайти, а меня встречает предатель моей страны, отвратительно",,,
1853,"Работой приложения доволен. Работаю ещё с Тинькофф и Райффайзен - ничем не хуже. Думаю, что негативные отзывы поспешны.",,,
1854,При переводе через СБЕР постоянно не переводит с первого раза.,,,
1855,Требует установки гугл сервис. Раньше этого не было (((,,,
1856,Приложение не открывается. Зачем убрали вход по номеру счёта и паролю? Со сбер id постоянно проблемы.,,,
1857,Не работает. Infinix x676c.,,,
1858,Не работает. Infinix x676c.,,,
1859,Не работает на infinix x676c.,,,
1860,Работает. Оказывается qr  код не рабочий на котором пробовал изначально.,,,
1861,"Проблема с приложением, не работает, не оплатить.",,,
1862,Замечательно приложение.,,,
1863,Отвратительное приложение.  Затраты личного времени. Приложение не работает. Показания не передать. Кошмар,,,
1864,"Приложение хорошее, - работает без сбоев.",,,
1865,Доволен стабильностью.,,,
1866,Браузер с нейросетями.,,,
1867,Отличный сервис .,,,
1868,Перестало работать.. Скачано с офф.сайта. самсунг галакси ноут10+. Звонить никуда не хочу. Просто сделайте чтобы работало,,,
1869,"Всегда мечтала выучить Английский язык. Через приложения очень удобно, конечно мне трудно даётся, но стараюсь",,,
1870,"Скачала и уже всем друзьям рассказал. Очень увлекательный «тренажёр» для каждодневной дозы английского в моем насыщенном графике.""",,,
1871,Wow! Приложение от Дмитрия Петрова - это же must have!Скачала и уже всем друзьям рассказал. Очень увлекательный «тренажёр» для каждодневной дозы английского в моем насыщенном графике.,,,
1872,"Не пускает в приложение ни по телефону,ни по сбер id. Неделю пишет:""что-то пошло не так, попробуйте ещё раз...""",,,
1873,Неплохой мобильный оператор. Подключился недавно по Тарифу года S. Очень удобный и экономичный тариф. Рекомендую.,,,
1874,Чотко,,,
1875,Версия несовместима с установленной - это как??,,,
1876,Адаптацию сделайте на xiaomi redmi note 12 pro plus 5G!Не работает приложение!,,,
1877,"Ни фига вы крохоборы, у Яндекса хранилище стоит чуть ли не в два раза дешевле.",,,
1878,"Нет краснодарского края, удаляю",,,
1879,Приложение дрянь. Не работает на самсунг ноте 10,,,
1880,Шлак.,,,
1881,Разработчики! При переустановке игры меня опять скинуло на 1 уровень! Почему не отвечаете на сообщения в support?!,,,
1882,"Не зайти в банк пока не обновить, при окончании скачки пишет что приложение битое",,,
1883,"Приложение хорошее, всё работает полноценно, ощущение полное платформы вацап, искал альтернативные наши. Идеально. Жаль мало народу. Нужна реклама.Спасибо за разработку.",,,
1884,"Лучший что я пробовал. Не смог восстановить с Гугл плей. Купил тут заново. За хороший продукт не жалко. Удачи, развиваемся дальше.",,,
1885,"Это так и не заработало. С уведомлений сбрасывает на тупую рекламу,  после чего все виснет.",,,
1886,"Приложение вылетает,",,,
1887,Не работает,,,
1888,"Было бы здорово, если бы в приложении была возможность сохранения видео на устройство. Ставлю 5",,,
1889,Экии. Толеп аарга оода чуге ырлавас ирги? Хунзедиир обновление кылып келдим. Шуут хей ырлавас,,,
1890,"Это лучший музыкальный плеер всех времён. Так сказать ""винамп"" былых времен, на максималках, на ось андройд, для тех кто в теме :) ",,,
1891,Не могу войти в приложение 4 й день!!! Сотрудники банка ни чем не помогают! За то предлагают новые продукты. Это просто издевательство. При входе постоянная картинка с коровами и предложением написать в поддержку.,,,
1892,"Через раз оплачивать можно , при чем в одних и тех же магазинах не работает на разных кассах, это .....",,,
1893,"Увлекательноые головоломки.  Маловато уровней, быстро кончаются, это огорчает, желательно увеличить количество уровней, хотя бы до 500",,,
1894,Когда уже обновление фиксящее баги описанные пользователями? Уже третий месяц нету ничего,,,
1895,Говно полное как бл играть. Танк полностью неуправляем только задел он кружит уводит. Короче отстой,,,
1896,СУПЕРВОЙНА!!! ОЧЕНЬ КРУТАЯ! ИГРАЙТЕ С УДОВОЛЬСТВИЕМ!!!,,,
1897,"НЕИНТЕРЕСНАЯ ИГРА, РАСТЯНУТА, ПРЫГАТЬ НЕУДОБНО!!!",,,
1898,Отличное приложение!,,,
1899,При выборе команды «Освободить место» тут же вылетает. В приложении возможности отправить отзыв не нашел.,,,
1900,4 звезды так как сейчас работает стабильнее но почему-то на телефоне не грузит видеосообщения в на ПК все грузит,,,
1901,Как удалить это г...но?,,,
1902,Перестал работать после поледнего обновления (((,,,
1903,"Полнейший лохотрон,даже если у вас выпала выиграшная комбинация,вас скажут не в том алгоритме,и ничего не получите,максимум можно выиграть 100 рублей! Не тратьте деньги",,,
1904,"Полнейший лохотрон,даже если у вас выпала выиграшная комбинация,вас скажут не в том алгоритме,и ничего не получите,максимум можно выиграть 100 рублей! Не тратьте деньги,чат поддержки не работает абсолютно! Эту лотерею вообще нужно заблокировать!",,,
1905,"Ужасно тормозит! И когда экспресс играет (остаётся один гол забить, не предлагают продать! Опустилось!",,,
1906,.,,,
1907,Приложение хорошее . но когда сделаете уведомления? На смартфонах huawei их просто нет.,,,
1908,Отличный магазин! Удобное приложение. Быстрая доставка!,,,
1909,"Зависает при просмотре видео,как будто оперативной памяти нехватка на s 22ultra! Оптимизация хромает, куча рекламы, дебильный интерфейс! ВК 2023- ЭТО УЖАС!",,,
1910,"Приложение ужасное постоянно просит обновить его, интерфейс кривой и неудобный, а этот банк хуже сбербанка, рефинансирование под 24%, совсем сума сошли!работодатель  навязал это банк!",,,
1911,"Первое, привязка к Google, пора отказаться от вражеской карты. Погодные сервисы тоже зарубежные.",,,
1912,Игра конечно супер!!!! Но эти постоянные баги - это что-то с чем-то.... Бл... вот очередной баг - бесконечная загрузка игры (с периодическим сообщением о проблемах с подключением к серверу). Вот что за!?,,,
1913,"Ни приложение, ни сайт не работают третий день.",,,
1914,вообще не обновляется после скачивания обновы,,,
1915,"В версии 6.86 теперь надо заново логиниться при каждом новом запуске приложения, чтобы на кассе показать qr-код карты.",,,
1916,"Вы мызыку модерируете? Будите штрафы платить, если будут проскакивать песни оскарбляющие честь и достоинства России и русских!",,,
1917,"Вы музыку модерируете? Будите штрафы платить, если будут проскакивать песни оскарбляющие честь и достоинства России и русских! А так работает всё круто!",,,
1918,"Вы музыку модерируете? Будите штрафы платить, если будут проскакивать песни оскарбляющие честь и достоинства России и русских! А так работает всё круто!",,,
1919,"Хорошее предложение, понятно и просто. Не виснет",,,
1920,"Есть пожелание - добавьте видео плагин как в Самсунг браузере, чтоб можно было делать панскан видео и регулировать яркость прямо в приложении.",,,
1921,"Согласен с отзывом выше, выиграл бой стреляя по расположением своих кораблей, расположенных случайным образом, противник также случайно их расположил.",,,
1922,"Согласен с отзывом ниже, выиграл бой стреляя по расположением своих кораблей, расположенных случайным образом, противник также случайно их расположил.",,,
1923,,,,
1924,"Хотелось бы увидеть в безлимитных сервисах VK Play Live. Если там есть твич, то почему нет вк лайка(тоже стриминговая платформа).",,,
1925,Молодцы ребята только приложения не забрасывайте улучшайте его,,,
1926,До сих пор ещё очень слабое приложение. Всего натыкали а до ума не довели. Элементарно на авторизации при смене телефона глючит безбожно.,,,
1927,"В приложении вместо карты местности - ПУСТОЕ МЕСТО.  Устанавливал приложение не раз, разрешения все даны",,,
1928,"ПРОСТАЯ СТРЕЛЯЛКА, С НЕУДОБНЫМ УПРАВЛЕНИЕМ! РЕКОМЕНДУЮ ПЕРЕДУМАТЬ, УПРАВЛЕНИЕ И УБРАТЬ, УВЕЛИЧЕННОЕ ЗРЕНИЕ, ДАЛЬШЕ ПОГЛЯДИМ!",,,
1929,"ПРОСТЫЕ ПЕРЕСТРЕЛКИ, УПРАВЛЕНИЕ СЛОЖНОЕ И ТРУДНОЕ, ИГРАТЬ УДОБНО НА ПЛАНШЕТЕ. НА ТЕЛЕФОНЕ НЕ УДОБНО. ГРАФИКА ХОРОШАЯ, ИГРА СРЕДНЯЯ. АРКАДНЫЙ ЭКШОН, ОДНИМ ВЫРАЖЕНИЕМ!!!",,,
1930,"СПЕЦЕФИЧЕСКАЯ ИГРА, ПРО ВОСТОЧНЫЕ НАРОДЫ, НА ЛЮБИТЕЛЯ, СРЕДНЕЕ КАЧЕСТВО. ЭКШОН И РПГ, СРАЗУ.",,,
1931,"ВЕСЁЛАЯ СТРЕЛЯЛКА, ПОХОЖА НА БИЛЬЯРД. НА ЛЮБИТЕЛЯ.",,,
1932,"ОЧЕНЬ ХОРОШАЯ, ИГРА. КРУТАЯ! ЖАЛЬ, ПЕРЕГРЕВАЕТ АППАРАТ. ЖАЛКО ОБОРУДОВАНИЕ. ИГРАТЬ МОЖНО! КЛАСС!!!",,,
1933,"ИГРА СРЕДНЯЯ, УПРАВЛЕНИЕ ПРОСТО УЖАС! СКОРЕЕ ВСЕГО, ВЫХОДИЛА, НА КОМПЬЮТЕРЕ. ИГРАЙТЕ.",,,
1934,"ПРЕВОСХОДНАЯ ИГРА!!! НО УПРАВЛЕНИЕ, УЖАС!!! ЕСЛИ, ЕСТЬ ТЕРПЕНИЕ, ИГРАЙТЕ!!!",,,
1935,СУПЕРМЕГАГИГАПРИЛОЖЕНИЕ!!!,,,
1936,"КЛАСС, НЕВЕРОЯТНО!!!",,,
1937,"ОТЛИЧНОЕ ПРИЛОЖЕНИЕ, НУЖНОЕ!!!",,,
1938,"ЛУЧШИЙ ОФИС, ДЛЯ СМАРТФОНА!!!",,,
1939,"ОЧЕНЬ ХОРОШЕЕ, ПРИЛОЖЕНИЕ, РЕКОМЕНДУЮ!!!",,,
1940,"ХОРОШИЙ БРАУЗЕР, МЕГАТРОН!!! ОДНИМ СЛОВОМ!!!",,,
1941,"ПРИЛОЖЕНИЕ, ОТЛИЧНОЕ!!! ВОТ, ТОЛЬКО, СОДЕРЖИТ, ЧАСТЬ, ИНТИМНЫЕ ТОВАРЫ, ЭТО НЕСЕРЬЁЗНО ДЛЯ СБЕРБАНКА!!!",,,
1942,"КЛАССНОЕ ПРИЛОЖЕНИЕ, ОБЩЕНИЕ И МУЗЫКА!!! ОЧЕНЬ УДОБНО!!!",,,
1943,"ВСЁ КРУТО, ЖАЛЬ ЧТО ПЛАТНО И ДОРОГО!!!",,,
1944,"УЖАСНО! СТОЛЬКО РЕКЛАМЫ, КУЧА БЛОКОВ С ИНФОРМАЦИЕЙ, ВЕРНИТЕ СТАРЫЙ ВАРИАНТ. ПОДГЛЯДИТЕ ХРОМ, ОТ ГУГЛА. МЕГАТРОН, ВАМ В ПОМОЩЬ!!!",,,
1945,"САЙТ ХОРОШИЙ, СЕРВИС ТОЖЕ. НО СКУЧНО, ИЗМЕНИТЕ ИНТЕРФЕЙС, ПУСТЬ БУДЕТ ПОВЕСЕЛЕЕ. А ТАК, НОРМАЛЬНО!!!",,,
1946,"РЮТУБ!!! МЬЕГА ВАРИАНТ!!! МОЛОДЦЫ! НАШ РУССКИЙ, РОССИЙСКОГО ПРОИЗВОДСТВА!!!",,,
1947,"ХВАЛЮ ВАС БЕЗМЕРНО! НЕЗАМЕНИМОЕ ПРИЛОЖЕНИЕ! ВСЁ, КРАСИВО И УДОБНО!!! ПРОДОЛЖАЙТЕ РАБОТУ!!!",,,
1948,Как войти? Если у меня пуш уведомления. Было же по номеру телефона. Зачем я создавал пароль. Достали со своими тупыми новшествами.,,,
1949,Как войти? Если у меня пуш уведомления. Было же по номеру телефона. Зачем я создавал пароль. Достали со своими тупыми новшествами.модератору привет.,,,
1950,Превосходно,,,
1951,не обновляется! зачем оно здесь???,,,
1952,не обновляется! зачем оно здесь???,,,
1953,"Не работают уведомления, не приходят смс, включить нельзя. Операторы ничего сделать не могут",,,
1954,не подтверждает тройку. туфта.,,,
1955,не подтверждает тройку. туфта. удаляю.,,,
1956,Только что зарегистрировался и выиграл 20р. Удобно пользоваться. Пока эмоции положительные.,,,
1957,Не воспроизводить ни чего и не открываются ни чего ни какие каналы. Открывается только главная страница и все.,,,
1958,Не воспроизводится ни чего и не открываются ни чего ни какие каналы эфиры видео.. Открывается только главная страница и все.,,,
1959,"Когда работает то нет нареканий, но это бывает редко. Грузятся данные всё тут.",,,
1960,"А зачем терминал, если он открывается в приложении? Масло масляное. Если нельзя на экран значок терминала, он бесполезен. Когда коту делать нечего, он себе...себя лижет",,,
1961,"А зачем терминал, если он открывается в приложении? Масло масляное. Если нельзя на экран поставить  значок терминала, он бесполезен. Когда коту делать нечего, он себе...себя лижет",,,
1962,"Моё почтение, капитально....",,,
1963,"Интересно, приложение было куплено в playmarket. Там не обновляется, а здесь купи ещё раз. Вы уж определитесь, пан или пропал.",,,
1964,"Читал отзывы, - у меня вроде всё работает. Даже оплачиваю через nfs телефона используя сторонее приложение.",,,
1965,"Второй день не могу зайти в игру! 30% грузит и все! Остров не успела пройти из за этого! Не игра,а нервотрепка сплошная!!!!",,,
1966,Отлично,,,
1967,"Отличная игруля, рекомендую...",,,
1968,"Здравствуйте, скажите пожалуйста, как поменять язык на русский в приложении на Android? Он как то сам поменялся сегодня, а кнопку типа setting я что-то не могу найти. Заранее спасибо.",,,
1969,"Что с приложением, второй день не работает?",,,
1970,"Не работает, не приходит код",,,
1971,"Чат отключили с оператором , зато теперь там тупой ассистент",,,
1972,"Нравится, удобно, не глючит.",,,
1973,Топчик),,,
1974,"Очень часто не работает, причём приложение платное !",,,
1975,Качество 144 нужно что бы меньше буферило.Ни везде еще интернет хороший. А в дороге или на месторождениях вообще тяжко смотреть. А так норм.,,,
1976,Невозможно зайти в приложение если вы решили его обновить. А что нельзя как в остальных заделать всплывающее окно что есть обновление предложить установить или нет обновление! Сразу же не заходит и годай почему,,,
1977,"Я Гавана браун, тест супер! В конце немного поехал текст, но оценку не снижаю",,,
